"cjis_code","COMAR","offense_literal","source","fel_mis","max_term","min_term","type","seriousness","fine"
"4-2100","144","Extortion and Other Threats
Extortion--by State or local officer
or employee against another
employee","CR, §3-703(a)","Felony","5Y","","Property","VI","$5,000"
"1-1452","144-1","Extortion and Other Threats
Sextortion--causing another to
engage in sexual activity or in a
visual representation of sexual
activity by threating behavior","CR, §3-709","Misd.","10Y","","Person","V","$10,000"
"1-1453","144-1","Extortion and Other Threats
Sextortion--causing another to
engage in sexual activity or in a
visual representation of sexual
activity by threating behavior","CR, §3-709","Misd.","10Y","","Person","V","$10,000"
"","145","False Advertising and Related
Crimes
False and fraudulent advertising","CL, §1","Misd.","1Y","","Property","VII","$1,000"
"5-2607","146","False Advertising and Related
Crimes
Bait and switch","CL, §1","Misd.","1Y","","Property","VII","$500"
"","146-1","False Statements, Other
False statement--to Department of
Housing and Community
Development, in document required
under or to influence action on a
Rental Housing Program loan","HS, §4-411","Misd.","5Y","","Property","VII","$50,000"
"","146-2","False Statements, Other
False statement--to Department of
Housing and Community
Development, in document required
under or to influence action on an
Energy-Efficient Homes
Construction Loan Program loan","HS, §","Misd.","5Y","","Property","VII","$50,000"
"1-5300","147","False Statements, Other
False Statement--rumor as to bomb","CR, §9-504(b)","Felony","10Y","","Property","V","$10,000"
"2-5215","147-1","False Statements, Other
False Statement--manufacture,
possess, transport, or place a phony
destructive device","CR, §9-505","Felony","10Y","","Property","V","$10,000"
"1-0828","148","False Statements, Other
Fraud--failure to provide or
providing false information willfully
or with intent to evade taxes","TG, §1 (a)","Misd.","18M","","Property","VI","$5,000"
"","149","False Statements, Other
Fraud--willful failure to file income
tax return","TG, §1 (c)","Misd.","5Y","","Property","VI","$5,000"
"1-6505","15","Arson and Burning
Arson--threat of","CR, §6-107(a)","Misd.","10Y","","Property","V","$10,000"
"","150","False Statements, Other
Fraud--willful failure to withhold
income tax","TG, §1 (b)","Misd.","5Y","","Property","VI","$10,000"
"1-0751","151","False Statements, Other
Fraud--willful preparation of false
income tax return","TG, §1","Misd.","5Y","","Property","VI","$10,000"
"1-0651","151-1","False Statements, Other
File false lien or encumbrance or
make false statement on lien or
encumbrance, 1st offense","CR, §3-808(b)(1)","Misd.","1Y","","Property","VII","$10,000"
"","151-2","False Statements, Other
File false lien or encumbrance or
make false statement on lien or
encumbrance, subsequent","CR, §3-808(b)(1)","Misd.","5Y","","Property","VI","$10,000"
"2-5099","152","False Statements, Other
False statement--on application for
funds for Maryland higher education
commission","CR, §9-506(a)","Misd.","1Y","","Property","VII","$5,000"
"1-5099","153","False Statements, Other
False Statement--to official or
agencies of State or its subdivisions","CR, §9-503(a)","Misd.","6M","","Property","VII","$500"
"1-0207","154","False Statements, Other
False Statement--to peace or police
officers","CR, §9-501(a)
CR, §9-502(a)","Misd.","6M","","Property","VII","$500"
"1-0690","154","False Statements, Other
False Statement--to peace or police
officers","CR, §9-501(a)
CR, §9-502(a)","Misd.","6M","","Property","VII","$500"
"1-4803","154","False Statements, Other
False Statement--to peace or police
officers","CR, §9-501(a)
CR, §9-502(a)","Misd.","6M","","Property","VII","$500"
"1-1390","154-1","Fraud, Financial Crimes Against
Vulnerable Adults
Obtain property of vulnerable adult
or an individual at least 68 years old
by deception, intimidation, or undue
influence, $100,000 or greater","CR, §8-
801(c)(1)(iii)","Felony","20Y","","Property","III","$25,000"
"1-1389","154-2","Fraud, Financial Crimes Against
Vulnerable Adults
Obtain property of vulnerable adult
or an individual at least 68 years old
by deception, intimidation, or undue
influence, at least $25,000 but less
than $100,000","CR, §8-
801(c)(1)(ii)","Felony","10Y","","Property","V","$15,000"
"1-1388","154-3","Fraud, Financial Crimes Against
Vulnerable Adults
Obtain property of vulnerable adult
or an individual at least 68 years old
by deception, intimidation, or undue
influence, at least $1,500 but less
than $25,000","CR, §8-
801(c)(1)(i)","Felony","5Y","","Property","VI","$10,000"
"1-1387","154-4","Fraud, Financial Crimes Against
Vulnerable Adults
Obtain property of vulnerable adult
or an individual at least 68 years old
by deception, intimidation, or undue
influence, less than $1,500","CR, §8-801(c)(2)","Misd.","1Y","","Property","VII","$500"
"1-1775","155","Fraud, Miscellaneous
Fraud--misuse by lawyer","BO, §10-306,
BO, §10-606 (b)","Misd.","5Y","","Property","V",""
"1-0180","156","Fraud, Miscellaneous
Forgery--forgery, etc. of
prescriptions, etc.","CR, §8-610(a), (b)","Misd.","2Y","","Property","VI",""
"2-0262","156","Fraud, Miscellaneous
Forgery--forgery, etc. of
prescriptions, etc.","CR, §8-610(a), (b)","Misd.","2Y","","Property","VI",""
"2-2502","156","Fraud, Miscellaneous
Forgery--forgery, etc. of
prescriptions, etc.","CR, §8-610(a), (b)","Misd.","2Y","","Property","VI",""
"2-2530","156","Fraud, Miscellaneous
Forgery--forgery, etc. of
prescriptions, etc.","CR, §8-610(a), (b)","Misd.","2Y","","Property","VI",""
"6-2610","157","Fraud, Miscellaneous
Fraud--failure to deliver receipts for
stored grain","CR, §7-116(b)","Misd.","10Y","1Y","Property","VI","$500-
$5,000"
"2-0290","158","Fraud, Miscellaneous
Fraudulent actions related to cable
TV for payment or offer of pay","CR, §7-303(c)","Misd.","5Y","","Property","VI","$5,000"
"2-0291","158","Fraud, Miscellaneous
Fraudulent actions related to cable
TV for payment or offer of pay","CR, §7-303(c)","Misd.","5Y","","Property","VI","$5,000"
"2-0292","158","Fraud, Miscellaneous
Fraudulent actions related to cable
TV for payment or offer of pay","CR, §7-303(c)","Misd.","5Y","","Property","VI","$5,000"
"2-0293","158","Fraud, Miscellaneous
Fraudulent actions related to cable
TV for payment or offer of pay","CR, §7-303(c)","Misd.","5Y","","Property","VI","$5,000"
"2-0294","158","Fraud, Miscellaneous
Fraudulent actions related to cable
TV for payment or offer of pay","CR, §7-303(c)","Misd.","5Y","","Property","VI","$5,000"
"2-0295","158","Fraud, Miscellaneous
Fraudulent actions related to cable
TV for payment or offer of pay","CR, §7-303(c)","Misd.","5Y","","Property","VI","$5,000"
"4-0248","158","Fraud, Miscellaneous
Fraudulent actions related to cable
TV for payment or offer of pay","CR, §7-303(c)","Misd.","5Y","","Property","VI","$5,000"
"1-1668","159","Fraud, Miscellaneous
Out-of-State unlicensed sellers of
alcohol","AB, §6-327","Felony","2Y","","Property","VI","$1,000"
"","159-1","Fraud, Miscellaneous
Practicing as a Polysomnographic
Technologist without authorization,
etc.","HO, §14-5C-23(a)","Misd.","1Y","","Property","VII","$1,000"
"1-0888","159-2","Fraud, Miscellaneous
Violate any provision of Health
Occupations Article, Title 19 (Social
Workers), Subtitle 4 (Prohibited
Acts; Penalties)","HO, §19-407
(penalty)","Misd.","2Y","","Person","VII","$5,000"
"1-0889","159-2","Fraud, Miscellaneous
Violate any provision of Health
Occupations Article, Title 19 (Social
Workers), Subtitle 4 (Prohibited
Acts; Penalties)","HO, §19-407
(penalty)","Misd.","2Y","","Person","VII","$5,000"
"1-0890","159-2","Fraud, Miscellaneous
Violate any provision of Health
Occupations Article, Title 19 (Social
Workers), Subtitle 4 (Prohibited
Acts; Penalties)","HO, §19-407
(penalty)","Misd.","2Y","","Person","VII","$5,000"
"1-0891","159-3","Fraud, Miscellaneous
Practicing medicine without a
license or misrepresentation as
practitioner of medicine","HO, §14-601
HO, §14-602
HO, §14-606(a)(4)
(penalty)","Felony","5Y","","Person","VI","$10,000"
"1-1375","159-3","Fraud, Miscellaneous
Practicing medicine without a
license or misrepresentation as
practitioner of medicine","HO, §14-601
HO, §14-602
HO, §14-606(a)(4)
(penalty)","Felony","5Y","","Person","VI","$10,000"
"","159-4","Fraud, Miscellaneous
Practicing naturopathic medicine
without a license","HO, §14-5F-29","Felony","5Y","","Person","VI","$10,000"
"1-1151","159-5","Fraud, Miscellaneous
Violate certain provisions of Health
Occupations Article, Title 8
(Nurses), Subtitle 7 (Prohibited
Acts; Penalties)","HO, §8-710
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"1-1152","159-5","Fraud, Miscellaneous
Violate certain provisions of Health
Occupations Article, Title 8
(Nurses), Subtitle 7 (Prohibited
Acts; Penalties)","HO, §8-710
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"1-1153","159-5","Fraud, Miscellaneous
Violate certain provisions of Health
Occupations Article, Title 8
(Nurses), Subtitle 7 (Prohibited
Acts; Penalties)","HO, §8-710
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"1-1154","159-5","Fraud, Miscellaneous
Violate certain provisions of Health
Occupations Article, Title 8
(Nurses), Subtitle 7 (Prohibited
Acts; Penalties)","HO, §8-710
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"1-1155","159-5","Fraud, Miscellaneous
Violate certain provisions of Health
Occupations Article, Title 8
(Nurses), Subtitle 7 (Prohibited
Acts; Penalties)","HO, §8-710
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"1-1156","159-5","Fraud, Miscellaneous
Violate certain provisions of Health
Occupations Article, Title 8
(Nurses), Subtitle 7 (Prohibited
Acts; Penalties)","HO, §8-710
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"1-1157","159-5","Fraud, Miscellaneous
Violate certain provisions of Health
Occupations Article, Title 8
(Nurses), Subtitle 7 (Prohibited
Acts; Penalties)","HO, §8-710
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"1-1158","159-5","Fraud, Miscellaneous
Violate certain provisions of Health
Occupations Article, Title 8
(Nurses), Subtitle 7 (Prohibited
Acts; Penalties)","HO, §8-710
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"1-6502","16","Arson and Burning
Burning personal property of
another, $1,000 or more (malicious
burning 1st degree)","CR, §6-104(b)","Felony","5Y","","Property","VI","$5,000"
"","160","Fraud, Miscellaneous
Fraud--falsely representing self as
lawyer","BO, §10-602
BO, §10-606","Misd.","1Y","","Person","VII","$5,000"
"1-0604","160-1","Fraud, Miscellaneous
Impersonating a law enforcement
officer","PS, §3-502","Misd.","2Y","","Person","VII","$2,000"
"1-1769","160-1","Fraud, Miscellaneous
Impersonating a law enforcement
officer","PS, §3-502","Misd.","2Y","","Person","VII","$2,000"
"1-0284","160-2","Fraud, Miscellaneous
Altering the results of a drug or
alcohol screening test, 1st offense","CR, §10-111","Misd.","1Y","","Property","VI","$1,000"
"1-0284","160-3","Fraud, Miscellaneous
Altering the results of a drug or
alcohol screening test, subsequent","CR, §10-111","Misd.","3Y","","Property","V","$5,000"
"","162","Fraud, Miscellaneous
Fraudulently substituting wood
alcohol for grain alcohol while in the
business of making, manufacturing,
etc. drugs, medicines, medicinal or
chemical preparations","CR, §8-802(b)","Misd.","1Y","","Property","VII","$100-
$500"
"1-1597","162-1","Fraud, Miscellaneous
Act as contractor without a license,
1st offense","BR, §8-601","Misd.","6M","","Property","VII","$1,000"
"1-1598","162-1","Fraud, Miscellaneous
Act as contractor without a license,
1st offense","BR, §8-601","Misd.","6M","","Property","VII","$1,000"
"2-0256","163","Fraud, Miscellaneous
Act as contractor without a license,
subsequent","BR, §8-601","Misd.","2Y","","Property","VII","$5,000"
"2-0257","163","Fraud, Miscellaneous
Act as contractor without a license,
subsequent","BR, §8-601","Misd.","2Y","","Property","VII","$5,000"
"1-7510","163-1","Fraud, Miscellaneous
Possession of unstamped cigarettes
or other tobacco products on which
tobacco tax has not been paid, more
than 30 cartons","TG, §13-
1014(a)(3)","Misd.","1Y","","Property","VII","$1,000"
"1-0796","164","Fraud, Miscellaneous
Willful transportation of unstamped
cigarettes or other tobacco products
on which tobacco tax has not been
paid","TG, §1","Felony","2Y","","Property","VII","Mandatory
$150/carton
for a first
offense, or
$300/carton
for a
subsequent
offense"
"1-0590","164-1","Fraud--Telecommunication
Service Providers
Telecom devices and telecom theft","CR, §7-315","Misd.","3Y","","Property","VI","$2,500"
"1-0591","164-2","Fraud--Telecommunication
Service Providers
Telecom devices and telecom theft,
over 100 devices","CR, §7-315","Felony","10Y","","Property","IV","$10,000"
"2-3921","166","Gambling--General Provisions
Rent place for gambling","CR, §12-104(a)","Misd.","1Y","","Property","VII","$500"
"1-0433","167","Gambling--General Provisions
Fix horse race","CR, §12-109(a)","Misd.","3Y","","Property","VII","$5,000"
"1-3901","168","Gambling--General Provisions
Gambling--betting, wagering, etc.;
pools on horses, etc.","CR, §12-102(a)","Misd.","1Y","","Property","VII","$200-
$1,000"
"3-3921","168","Gambling--General Provisions
Gambling--betting, wagering, etc.;
pools on horses, etc.","CR, §12-102(a)","Misd.","1Y","","Property","VII","$200-
$1,000"
"1-3908","169","Gambling--General Provisions
Gambling--keeping gaming table or
place","CR, §12-104(a)","Misd.","1Y","","Property","VII","$500"
"1-3921","169","Gambling--General Provisions
Gambling--keeping gaming table or
place","CR, §12-104(a)","Misd.","1Y","","Property","VII","$500"
"1-6504","17","Arson and Burning
Burning property with intent to
defraud","CR, §6-106(a)","Misd.","5Y","","Property","VI","$5,000"
